ID,Symbol,Direction,SetupType,Leverage,Entry,SL,TP1,Exit,ExitReason,PnL$,PnL%,RR,SweepDist%,KillZone
20,NEAR-USDT,LONG,STANDARD,15,1.533332,1.530268,1.619000,1.530268,SL,-0.05,-0.21,-1.00,0.0000,NY
21,OP-USDT,LONG,STANDARD,15,0.306806,0.306194,0.323800,0.306194,SL,-0.05,-0.21,-1.00,0.0000,NY
22,SUI-USDT,LONG,STANDARD,15,1.512611,1.509589,1.593100,1.509589,SL,-0.05,-0.21,-1.00,0.0000,NY
23,PAXG-USDT,SHORT,STANDARD,15,4750.694550,4760.205450,4671.480000,4760.205450,SL,-0.05,-0.21,-1.00,0.0000,NY
24,PAXG-USDT,SHORT,STANDARD,15,4907.237850,4917.062150,4727.740000,4883.520000,TIME,0.05,0.22,2.41,0.0000,London
25,OP-USDT,SHORT,STANDARD,15,0.314086,0.314714,0.296500,0.314714,SL,-0.05,-0.21,-1.00,0.0000,NY
26,PAXG-USDT,SHORT,STANDARD,15,4907.237850,4917.062150,4735.450000,4811.160000,TIME,0.27,1.14,9.78,0.0000,NY
27,BTC-USDT,SHORT,STANDARD,15,90427.681800,90608.718200,87215.300000,89219.200000,TIME,0.18,0.74,6.68,0.0000,London
28,BTC-USDT,SHORT,STANDARD,15,90427.681800,90608.718200,87215.300000,89883.000000,TIME,0.07,0.29,3.01,0.0000,NY
29,SOL-USDT,LONG,STANDARD,15,126.801675,126.548325,130.890000,126.548325,SL,-0.05,-0.21,-1.00,0.0000,London
30,XRP-USDT,LONG,STANDARD,15,1.902901,1.899099,1.963500,1.899099,SL,-0.05,-0.21,-1.00,0.0000,London
31,PAXG-USDT,SHORT,STANDARD,15,4977.397620,4987.362380,4825.640000,4969.340000,TIME,0.00,0.01,0.81,0.0000,London
32,SOL-USDT,LONG,STANDARD,15,126.801675,126.548325,130.890000,128.027000,TIME,0.12,0.51,4.84,0.0000,NY
33,XRP-USDT,LONG,STANDARD,15,1.902400,1.898599,1.948700,1.923900,TIME,0.15,0.61,5.66,0.0000,NY
34,PAXG-USDT,SHORT,STANDARD,15,5031.663300,5041.736700,4917.530000,5041.736700,SL,-0.05,-0.21,-1.00,0.0000,London
35,PAXG-USDT,SHORT,STANDARD,15,5031.663300,5041.736700,4936.830000,5041.736700,SL,-0.05,-0.21,-1.00,0.0000,NY
36,BTC-USDT,LONG,STANDARD,15,88703.915300,88526.684700,89654.700000,88701.100000,TIME,-0.02,-0.09,0.02,0.0000,London
37,ETH-USDT,LONG,STANDARD,15,2936.513580,2930.646420,2967.000000,2930.646420,SL,-0.05,-0.21,-1.00,0.0000,London
38,SOL-USDT,LONG,STANDARD,15,126.392266,126.139734,127.694000,126.139734,SL,-0.05,-0.21,-1.00,0.0000,London
39,XRP-USDT,LONG,STANDARD,15,1.895994,1.892206,1.923400,1.892206,SL,-0.05,-0.21,-1.00,0.0000,London
40,DOGE-USDT,LONG,STANDARD,15,0.122953,0.122707,0.124850,0.122707,SL,-0.05,-0.21,-1.00,0.0000,London
41,ADA-USDT,LONG,STANDARD,15,0.354464,0.353756,0.360460,0.353756,SL,-0.05,-0.21,-1.00,0.0000,London
42,AVAX-USDT,LONG,STANDARD,15,11.875864,11.852136,12.140000,11.852136,SL,-0.05,-0.21,-1.00,0.0000,London
43,LINK-USDT,LONG,STANDARD,15,12.058046,12.033954,12.250000,12.033954,SL,-0.05,-0.21,-1.00,0.0000,London
44,DOT-USDT,LONG,STANDARD,15,1.898897,1.895103,1.943000,1.895103,SL,-0.05,-0.21,-1.00,0.0000,London
45,NEAR-USDT,SHORT,STANDARD,15,1.518680,1.521720,1.487200,1.487200,TP1,0.29,1.21,10.35,0.0000,London
46,APT-USDT,SHORT,STANDARD,15,1.563435,1.566565,1.533000,1.533000,TP1,0.27,1.12,9.72,0.0000,London
47,ARB-USDT,LONG,STANDARD,15,0.173874,0.173526,0.178600,0.173526,SL,-0.05,-0.21,-1.00,0.0000,London
48,OP-USDT,LONG,STANDARD,15,0.298999,0.298401,0.306400,0.298401,SL,-0.05,-0.21,-1.00,0.0000,London
49,SUI-USDT,LONG,STANDARD,15,1.473272,1.470328,1.494300,1.470328,SL,-0.05,-0.21,-1.00,0.0000,London
50,PAXG-USDT,SHORT,STANDARD,15,5116.028850,5126.271150,5011.700000,5058.470000,TIME,0.15,0.61,5.62,0.0000,London
51,BTC-USDT,LONG,STANDARD,15,88176.888800,88000.711200,89560.200000,88000.711200,SL,-0.05,-0.21,-1.00,0.0000,NY
52,ETH-USDT,LONG,STANDARD,15,2922.399480,2916.560520,2967.000000,2916.560520,SL,-0.05,-0.21,-1.00,0.0000,NY
53,SOL-USDT,LONG,STANDARD,15,126.030905,125.779095,127.694000,125.779095,SL,-0.05,-0.21,-1.00,0.0000,NY
54,ADA-USDT,SHORT,STANDARD,15,0.359900,0.360620,0.353550,0.353550,TP1,0.24,1.00,8.81,0.0000,NY
55,LINK-USDT,LONG,STANDARD,15,12.016004,11.991996,12.250000,11.991996,SL,-0.05,-0.21,-1.00,0.0000,NY
56,APT-USDT,SHORT,STANDARD,15,1.582416,1.585584,1.533000,1.533000,TP1,0.45,1.82,15.60,0.0000,NY
57,PAXG-USDT,SHORT,STANDARD,15,5142.422430,5152.717570,5020.620000,5114.380000,TIME,0.06,0.24,2.72,0.0000,London
58,XRP-USDT,SHORT,STANDARD,15,1.900098,1.903902,1.810000,1.903902,SL,-0.05,-0.20,-1.00,0.0000,NY
59,ETH-USDT,SHORT,STANDARD,15,2952.784260,2958.695740,2874.100000,2929.640000,TIME,0.10,0.39,3.92,0.0000,London
60,APT-USDT,SHORT,STANDARD,15,1.588310,1.591490,1.525900,1.525900,TP1,0.57,2.26,19.63,0.0000,London
61,ARB-USDT,LONG,STANDARD,15,0.168068,0.167732,0.173300,0.167732,SL,-0.05,-0.20,-1.00,0.0000,London
62,SUI-USDT,LONG,STANDARD,15,1.429928,1.427072,1.466800,1.427072,SL,-0.05,-0.20,-1.00,0.0000,London
63,PAXG-USDT,SHORT,STANDARD,15,5121.932940,5132.187060,4987.840000,5069.720000,TIME,0.13,0.52,5.09,0.0000,London
64,XRP-USDT,LONG,STANDARD,15,1.882781,1.879019,1.945400,1.915500,TIME,0.24,0.93,8.70,0.0000,NY
65,DOGE-USDT,LONG,STANDARD,15,0.121101,0.120859,0.123810,0.123810,TP1,0.31,1.21,11.20,0.0000,NY
66,AVAX-USDT,LONG,STANDARD,15,11.620609,11.597391,11.908000,11.908000,TP1,0.35,1.33,12.38,0.0000,NY
67,DOT-USDT,LONG,STANDARD,15,1.842841,1.839159,1.898000,1.878000,TIME,0.27,1.00,9.55,0.0000,NY
68,APT-USDT,LONG,STANDARD,15,1.528927,1.525873,1.589900,1.568600,TIME,0.37,1.37,12.99,0.0000,NY
69,ARB-USDT,LONG,STANDARD,15,0.167567,0.167233,0.173300,0.171400,TIME,0.32,1.18,11.45,0.0000,NY
70,PAXG-USDT,SHORT,STANDARD,15,5121.932940,5132.187060,4987.840000,5132.187060,SL,-0.05,-0.18,-1.00,0.0000,NY
71,BTC-USDT,SHORT,STANDARD,15,89400.010500,89578.989500,87265.600000,89400.010500,NO_DATA,-0.02,-0.08,0.00,0.0000,London
72,SOL-USDT,SHORT,STANDARD,15,127.654218,127.909782,123.060000,127.654218,NO_DATA,-0.02,-0.08,0.00,0.0000,London
73,APT-USDT,SHORT,STANDARD,15,1.596602,1.599798,1.521800,1.596602,NO_DATA,-0.02,-0.08,0.00,0.0000,London
74,OP-USDT,SHORT,STANDARD,15,0.303996,0.304604,0.291500,0.303996,NO_DATA,-0.02,-0.08,0.00,0.0000,London
75,PAXG-USDT,SHORT,STANDARD,15,5248.256490,5258.763510,5061.100000,5248.256490,NO_DATA,-0.02,-0.08,0.00,0.0000,London
76,BTC-USDT,SHORT,STANDARD,15,89400.010500,89578.989500,87265.600000,89400.010500,NO_DATA,-0.02,-0.08,0.00,0.0000,NY
77,SOL-USDT,SHORT,STANDARD,15,127.654218,127.909782,123.060000,127.654218,NO_DATA,-0.02,-0.08,0.00,0.0000,NY
78,APT-USDT,SHORT,STANDARD,15,1.596602,1.599798,1.521800,1.596602,NO_DATA,-0.02,-0.08,0.00,0.0000,NY
79,OP-USDT,SHORT,STANDARD,15,0.303996,0.304604,0.291500,0.303996,NO_DATA,-0.02,-0.08,0.00,0.0000,NY
80,PAXG-USDT,SHORT,STANDARD,15,5248.256490,5258.763510,5061.100000,5248.256490,NO_DATA,-0.02,-0.08,0.00,0.0000,NY
