ID,Symbol,Direction,SetupType,Leverage,Entry,SL,TP1,Exit,ExitReason,PnL$,PnL%,RR,SweepDist%,KillZone
41,SUI-USDT,SHORT,TRAP_SFP,25,2.500397,2.505403,2.400900,2.469400,TIME,0.27,0.64,6.19,0.6593,London
42,BTC-USDT,SHORT,STANDARD,15,111368.819700,111591.780300,108650.000000,110603.400000,TIME,0.08,0.19,3.43,0.0000,NY
43,ETH-USDT,SHORT,STANDARD,15,3984.861150,3992.838850,3808.000000,3929.980000,TIME,0.19,0.43,6.88,0.0000,NY
44,PAXG-USDT,LONG,STANDARD,15,4048.054010,4039.965990,4154.730000,4092.460000,TIME,0.14,0.33,5.49,0.0000,NY
45,BTC-USDT,SHORT,TRAP_SFP,25,111967.920000,112192.080000,109644.400000,111379.100000,TIME,0.10,0.22,2.63,0.0012,London
46,XRP-USDT,SHORT,STANDARD,15,2.567030,2.572170,2.428200,2.572170,SL,-0.05,-0.12,-1.00,0.0000,London
47,DOGE-USDT,SHORT,TRAP_SFP,25,0.200939,0.201341,0.193900,0.196230,TIME,0.55,1.26,11.71,0.4535,London
48,LINK-USDT,SHORT,TRAP_SFP,25,18.061920,18.098080,17.445000,17.959000,TIME,0.11,0.24,2.85,1.0065,London
49,SUI-USDT,SHORT,STANDARD,15,2.535662,2.540738,2.440700,2.511500,TIME,0.12,0.27,4.76,0.0000,London
50,PAXG-USDT,SHORT,STANDARD,15,4126.329540,4134.590460,4044.010000,4110.860000,TIME,0.04,0.08,1.87,0.0000,London
51,BTC-USDT,SHORT,TRAP_SFP,25,111967.920000,112192.080000,109644.400000,111540.900000,TIME,0.06,0.14,1.90,0.2868,NY
52,DOT-USDT,LONG,STANDARD,15,3.013010,3.006990,3.117000,3.090000,TIME,0.36,0.81,12.79,0.0000,NY
53,BTC-USDT,LONG,STANDARD,15,111195.284200,110973.115800,111902.000000,111902.000000,TP1,0.07,0.17,3.18,0.0000,London
54,ETH-USDT,LONG,STANDARD,15,3920.606690,3912.773310,3967.500000,3967.500000,TP1,0.16,0.35,5.99,0.0000,London
55,DOGE-USDT,LONG,STANDARD,15,0.194755,0.194365,0.198750,0.198750,TP1,0.29,0.63,10.27,0.0000,London
56,ADA-USDT,LONG,STANDARD,15,0.646926,0.645634,0.658890,0.658890,TP1,0.26,0.56,9.26,0.0000,London
57,APT-USDT,SHORT,STANDARD,15,3.323773,3.330427,3.254800,3.330427,SL,-0.05,-0.11,-1.00,0.0000,London
58,OP-USDT,LONG,STANDARD,15,0.438738,0.437862,0.450900,0.450900,TP1,0.39,0.86,13.87,0.0000,London
59,ETH-USDT,SHORT,TRAP_SFP,25,4049.696250,4057.803750,3916.690000,4057.803750,SL,-0.09,-0.18,-1.00,0.6895,NY
60,DOGE-USDT,SHORT,TRAP_SFP,25,0.202158,0.202562,0.194560,0.201500,TIME,0.05,0.10,1.62,0.6065,NY
61,APT-USDT,SHORT,STANDARD,15,3.438258,3.445142,3.275600,3.445142,SL,-0.05,-0.11,-1.00,0.0000,NY
62,NEAR-USDT,SHORT,STANDARD,15,2.412485,2.417315,2.291300,2.361000,TIME,0.30,0.65,10.66,0.0000,London
63,APT-USDT,SHORT,STANDARD,15,3.635861,3.643139,3.310600,3.493300,TIME,0.57,1.22,19.59,0.0000,London
64,ARB-USDT,SHORT,STANDARD,15,0.351248,0.351952,0.316600,0.334700,TIME,0.69,1.46,23.53,0.0000,London
65,OP-USDT,SHORT,STANDARD,15,0.475324,0.476276,0.443800,0.458900,TIME,0.50,1.05,17.26,0.0000,London
66,SUI-USDT,SHORT,STANDARD,15,2.714583,2.720017,2.524800,2.617500,TIME,0.52,1.07,17.86,0.0000,London
67,PAXG-USDT,LONG,STANDARD,15,4055.641590,4047.538410,4107.640000,4047.538410,SL,-0.05,-0.10,-1.00,0.0000,London
68,XRP-USDT,LONG,STANDARD,15,2.600298,2.595102,2.674300,2.674300,TP1,0.41,0.84,14.24,0.0000,NY
69,DOT-USDT,LONG,STANDARD,15,3.138135,3.131865,3.245000,3.161000,TIME,0.09,0.18,3.65,0.0000,NY
70,OP-USDT,LONG,STANDARD,15,0.455955,0.455045,0.475800,0.456900,TIME,0.01,0.02,1.04,0.0000,NY
71,SUI-USDT,LONG,STANDARD,15,2.599297,2.594103,2.717300,2.624200,TIME,0.12,0.25,4.80,0.0000,NY
72,BTC-USDT,LONG,STANDARD,15,113535.722300,113308.877700,116376.100000,115280.900000,TIME,0.21,0.43,7.69,0.0000,London
73,ETH-USDT,LONG,STANDARD,15,4068.734670,4060.605330,4246.050000,4135.490000,TIME,0.23,0.46,8.21,0.0000,London
74,XRP-USDT,LONG,STANDARD,15,2.603000,2.597800,2.697700,2.635400,TIME,0.17,0.33,6.23,0.0000,London
75,DOGE-USDT,LONG,STANDARD,15,0.198248,0.197852,0.208560,0.197852,SL,-0.05,-0.10,-1.00,0.0000,London
76,ADA-USDT,LONG,STANDARD,15,0.657056,0.655744,0.688080,0.655744,SL,-0.05,-0.10,-1.00,0.0000,London
77,AVAX-USDT,LONG,STANDARD,15,19.995976,19.956024,21.031000,19.956024,SL,-0.05,-0.10,-1.00,0.0000,London
78,LINK-USDT,LONG,STANDARD,15,18.028010,17.991990,19.044000,18.531000,TIME,0.40,0.80,13.96,0.0000,London
79,DOT-USDT,LONG,STANDARD,15,3.099096,3.092904,3.240000,3.092904,SL,-0.05,-0.10,-1.00,0.0000,London
80,NEAR-USDT,LONG,STANDARD,15,2.299197,2.294603,2.408900,2.294603,SL,-0.05,-0.10,-1.00,0.0000,London
81,APT-USDT,LONG,STANDARD,15,3.407404,3.400596,3.590800,3.400596,SL,-0.05,-0.10,-1.00,0.0000,London
82,ARB-USDT,LONG,STANDARD,15,0.325525,0.324875,0.349600,0.324875,SL,-0.05,-0.10,-1.00,0.0000,London
83,OP-USDT,LONG,STANDARD,15,0.447847,0.446953,0.472200,0.446953,SL,-0.05,-0.10,-1.00,0.0000,London
84,SUI-USDT,LONG,STANDARD,15,2.548146,2.543054,2.684000,2.612300,TIME,0.36,0.72,12.60,0.0000,London
85,SOL-USDT,SHORT,STANDARD,15,203.694102,204.101898,197.237000,197.237000,TP1,0.45,0.91,15.83,0.0000,NY
86,BTC-USDT,LONG,STANDARD,15,112139.627600,111915.572400,116054.200000,112222.000000,TIME,-0.01,-0.02,0.37,0.0000,London
87,PAXG-USDT,SHORT,STANDARD,15,4024.961010,4033.018990,3913.710000,3944.000000,TIME,0.28,0.56,10.05,0.0000,NY
88,BTC-USDT,LONG,STANDARD,15,107957.850000,107742.150000,113592.300000,107742.150000,SL,-0.05,-0.10,-1.00,0.0000,London
89,XRP-USDT,LONG,STANDARD,15,2.488486,2.483514,2.662700,2.483514,SL,-0.05,-0.10,-1.00,0.0000,London
90,LINK-USDT,LONG,STANDARD,15,17.481464,17.446536,18.680000,17.446536,SL,-0.05,-0.10,-1.00,0.0000,London
91,PAXG-USDT,LONG,STANDARD,15,3925.151230,3917.308770,4028.990000,3995.920000,TIME,0.25,0.49,9.02,0.0000,London
92,DOGE-USDT,SHORT,STANDARD,15,0.187842,0.188218,0.182670,0.187260,TIME,0.03,0.05,1.55,0.0000,NY
93,ADA-USDT,SHORT,STANDARD,15,0.618831,0.620069,0.597540,0.613030,TIME,0.12,0.23,4.68,0.0000,NY
94,LINK-USDT,SHORT,STANDARD,15,17.429553,17.464447,16.763000,17.230000,TIME,0.15,0.30,5.72,0.0000,NY
95,BTC-USDT,LONG,STANDARD,15,109743.734100,109524.465900,110745.200000,110337.800000,TIME,0.06,0.12,2.71,0.0000,London
96,ETH-USDT,SHORT,STANDARD,15,3907.548540,3915.371460,3854.420000,3854.420000,TP1,0.18,0.36,6.79,0.0000,London
97,DOGE-USDT,LONG,STANDARD,15,0.185485,0.185115,0.188290,0.185115,SL,-0.05,-0.10,-1.00,0.0000,London
98,ADA-USDT,SHORT,STANDARD,15,0.616643,0.617877,0.605000,0.605000,TP1,0.26,0.51,9.43,0.0000,London
99,LINK-USDT,SHORT,TRAP_SFP,25,17.553429,17.588571,17.026000,17.119000,TIME,0.58,1.13,12.36,0.7107,London
100,SUI-USDT,LONG,STANDARD,15,2.344142,2.339458,2.401100,2.339458,SL,-0.05,-0.10,-1.00,0.0000,London
101,PAXG-USDT,SHORT,STANDARD,15,4009.016970,4017.043030,3994.230000,3998.110000,TIME,0.02,0.04,1.36,0.0000,London
102,BTC-USDT,SHORT,TRAP_SFP,25,111079.309500,111301.690500,109634.100000,109917.700000,TIME,0.23,0.43,5.22,0.0745,NY
103,ETH-USDT,LONG,STANDARD,15,3855.721870,3848.018130,3917.920000,3848.018130,SL,-0.05,-0.10,-1.00,0.0000,NY
104,SOL-USDT,LONG,STANDARD,15,183.898715,183.531285,188.247000,183.531285,SL,-0.05,-0.10,-1.00,0.0000,NY
105,XRP-USDT,SHORT,TRAP_SFP,25,2.551446,2.556554,2.474800,2.484800,TIME,0.62,1.18,13.05,0.0392,NY
106,DOGE-USDT,LONG,STANDARD,15,0.184915,0.184545,0.188760,0.184545,SL,-0.05,-0.10,-1.00,0.0000,NY
107,ADA-USDT,LONG,STANDARD,15,0.605335,0.604125,0.618520,0.604125,SL,-0.05,-0.10,-1.00,0.0000,NY
108,NEAR-USDT,LONG,STANDARD,15,2.141039,2.136761,2.197400,2.136761,SL,-0.05,-0.10,-1.00,0.0000,NY
109,SUI-USDT,LONG,STANDARD,15,2.334933,2.330267,2.401100,2.330267,SL,-0.05,-0.10,-1.00,0.0000,NY
110,PAXG-USDT,SHORT,STANDARD,15,4009.016970,4017.043030,3994.090000,3996.950000,TIME,0.02,0.05,1.50,0.0000,NY
111,ADA-USDT,LONG,STANDARD,15,0.566806,0.565674,0.618520,0.572130,TIME,0.12,0.23,4.70,0.0000,London
112,NEAR-USDT,LONG,STANDARD,15,2.002601,1.998599,2.202400,1.998599,SL,-0.05,-0.10,-1.00,0.0000,London
113,PAXG-USDT,LONG,TRAP_LIQ_SWEEP,300,3964.760800,3956.839200,4013.760000,4013.760000,TP1,3.29,6.22,6.19,0.1101,London
114,PAXG-USDT,SHORT,TRAP_LIQ_SWEEP,300,4009.746240,4017.773760,3960.800000,4017.773760,SL,-1.02,-1.82,-1.00,0.0182,London
115,BTC-USDT,LONG,STANDARD,15,106807.801100,106594.398900,111194.100000,106666.900000,TIME,-0.04,-0.07,0.66,0.0000,NY
116,ETH-USDT,LONG,STANDARD,15,3663.660000,3656.340000,3914.680000,3656.340000,SL,-0.05,-0.09,-1.00,0.0000,NY
117,SOL-USDT,LONG,STANDARD,15,173.773600,173.426400,189.055000,173.426400,SL,-0.05,-0.09,-1.00,0.0000,NY
118,XRP-USDT,LONG,STANDARD,15,2.382480,2.377720,2.550800,2.377720,SL,-0.05,-0.09,-1.00,0.0000,NY
119,DOGE-USDT,LONG,STANDARD,15,0.171171,0.170829,0.186940,0.170829,SL,-0.05,-0.09,-1.00,0.0000,NY
120,AVAX-USDT,LONG,STANDARD,15,17.172155,17.137845,18.904000,17.137845,SL,-0.05,-0.09,-1.00,0.0000,NY
121,LINK-USDT,LONG,STANDARD,15,15.797782,15.766218,17.653000,15.766218,SL,-0.05,-0.09,-1.00,0.0000,NY
122,DOT-USDT,LONG,STANDARD,15,2.722720,2.717280,3.000000,2.717280,SL,-0.05,-0.09,-1.00,0.0000,NY
123,NEAR-USDT,LONG,STANDARD,15,1.976675,1.972725,2.202400,1.972725,SL,-0.05,-0.09,-1.00,0.0000,NY
124,APT-USDT,LONG,STANDARD,15,3.068165,3.062035,3.416500,3.062035,SL,-0.05,-0.09,-1.00,0.0000,NY
125,ARB-USDT,LONG,STANDARD,15,0.276977,0.276423,0.311500,0.276423,SL,-0.05,-0.09,-1.00,0.0000,NY
126,OP-USDT,LONG,STANDARD,15,0.375875,0.375125,0.430400,0.375125,SL,-0.05,-0.09,-1.00,0.0000,NY
127,SUI-USDT,LONG,STANDARD,15,2.154352,2.150048,2.372400,2.150048,SL,-0.05,-0.09,-1.00,0.0000,NY
128,BTC-USDT,LONG,STANDARD,15,104234.730600,104026.469400,108281.300000,104026.469400,SL,-0.05,-0.09,-1.00,0.0000,London
129,ETH-USDT,LONG,STANDARD,15,3480.306830,3473.353170,3746.790000,3473.353170,SL,-0.05,-0.09,-1.00,0.0000,London
130,SOL-USDT,LONG,STANDARD,15,157.193036,156.878964,177.003000,162.789000,TIME,0.51,0.94,17.82,0.0000,London
131,XRP-USDT,LONG,STANDARD,15,2.246044,2.241556,2.428500,2.241556,SL,-0.05,-0.09,-1.00,0.0000,London
132,AVAX-USDT,LONG,STANDARD,15,15.911896,15.880104,17.670000,16.611000,TIME,0.64,1.16,21.99,0.0000,London
133,NEAR-USDT,LONG,STANDARD,15,1.827526,1.823874,2.052900,1.912700,TIME,0.68,1.22,23.33,0.0000,London
134,APT-USDT,LONG,STANDARD,15,2.638135,2.632865,3.162300,2.710800,TIME,0.39,0.70,13.79,0.0000,London
135,ARB-USDT,LONG,STANDARD,15,0.254855,0.254345,0.285900,0.264400,TIME,0.54,0.96,18.75,0.0000,London
136,OP-USDT,LONG,STANDARD,15,0.343043,0.342357,0.388100,0.361000,TIME,0.76,1.34,26.20,0.0000,London
137,SUI-USDT,LONG,STANDARD,15,1.976274,1.972326,2.224100,2.054000,TIME,0.57,0.98,19.68,0.0000,London
138,PAXG-USDT,LONG,STANDARD,15,3963.189230,3955.270770,4022.680000,3955.270770,SL,-0.05,-0.09,-1.00,0.0000,London
139,BTC-USDT,LONG,STANDARD,15,103661.257700,103454.142300,108281.300000,103454.142300,SL,-0.05,-0.09,-1.00,0.0000,NY
140,ETH-USDT,LONG,STANDARD,15,3463.309850,3456.390150,3746.790000,3456.390150,SL,-0.05,-0.09,-1.00,0.0000,NY
141,PAXG-USDT,LONG,STANDARD,15,3963.189230,3955.270770,4022.680000,3955.270770,SL,-0.05,-0.09,-1.00,0.0000,NY
142,XRP-USDT,SHORT,TRAP_SFP,25,2.412385,2.417215,2.203400,2.257200,TIME,1.57,2.70,32.13,1.6517,London
143,DOT-USDT,SHORT,TRAP_SFP,25,2.677320,2.682680,2.532000,2.620000,TIME,0.50,0.84,10.69,0.5660,London
144,ARB-USDT,SHORT,TRAP_SFP,25,0.271129,0.271671,0.254600,0.260500,TIME,0.95,1.57,19.58,0.2980,London
145,OP-USDT,SHORT,TRAP_SFP,25,0.376623,0.377377,0.345400,0.360200,TIME,1.06,1.72,21.78,0.4072,London
146,LINK-USDT,LONG,STANDARD,15,14.748734,14.719266,15.384000,14.719266,SL,-0.05,-0.08,-1.00,0.0000,NY
147,DOT-USDT,LONG,STANDARD,15,2.574572,2.569428,2.680000,2.648000,TIME,0.41,0.65,14.27,0.0000,NY
148,DOGE-USDT,SHORT,STANDARD,15,0.166234,0.166566,0.156890,0.166566,SL,-0.05,-0.08,-1.00,0.0000,London
149,ADA-USDT,SHORT,STANDARD,15,0.545084,0.546176,0.516540,0.541260,TIME,0.08,0.13,3.50,0.0000,London
150,LINK-USDT,SHORT,STANDARD,15,15.113871,15.144129,14.237000,14.941000,TIME,0.15,0.24,5.71,0.0000,London
151,DOT-USDT,SHORT,STANDARD,15,2.855142,2.860858,2.528000,2.841000,TIME,0.05,0.08,2.47,0.0000,London
152,NEAR-USDT,SHORT,STANDARD,15,2.269029,2.273571,1.885600,2.273571,SL,-0.05,-0.08,-1.00,0.0000,London
153,ARB-USDT,SHORT,STANDARD,15,0.276323,0.276877,0.253000,0.276877,SL,-0.05,-0.08,-1.00,0.0000,London
154,SUI-USDT,SHORT,STANDARD,15,2.025373,2.029427,1.901400,2.014500,TIME,0.06,0.09,2.68,0.0000,London
155,XRP-USDT,LONG,STANDARD,15,2.165363,2.161037,2.309800,2.309800,TP1,0.98,1.56,33.38,0.0000,NY
156,ADA-USDT,SHORT,STANDARD,15,0.549000,0.550100,0.516540,0.550100,SL,-0.05,-0.08,-1.00,0.0000,NY
157,DOT-USDT,SHORT,STANDARD,15,2.855142,2.860858,2.528000,2.860858,SL,-0.05,-0.08,-1.00,0.0000,NY
158,ARB-USDT,SHORT,TRAP_SFP,25,0.278721,0.279279,0.253000,0.279279,SL,-0.09,-0.13,-1.00,1.8791,NY
159,OP-USDT,SHORT,STANDARD,15,0.389111,0.389889,0.348900,0.389889,SL,-0.05,-0.08,-1.00,0.0000,NY
160,PAXG-USDT,SHORT,STANDARD,15,4012.283700,4020.316300,3960.120000,3999.640000,TIME,0.03,0.04,1.57,0.0000,NY
161,ADA-USDT,SHORT,STANDARD,15,0.592007,0.593193,0.519220,0.563120,TIME,0.71,1.12,24.37,0.0000,London
162,PAXG-USDT,LONG,STANDARD,15,3978.985010,3971.034990,4014.050000,3985.060000,TIME,0.00,0.00,0.76,0.0000,London
163,PAXG-USDT,LONG,STANDARD,15,3978.985010,3971.034990,4014.050000,3985.810000,TIME,0.00,0.01,0.86,0.0000,NY
164,SOL-USDT,LONG,STANDARD,15,155.249094,154.938906,162.258000,162.258000,TP1,0.66,1.02,22.60,0.0000,London
165,DOGE-USDT,LONG,STANDARD,15,0.171311,0.170969,0.182130,0.178080,TIME,0.57,0.88,19.78,0.0000,London
166,ADA-USDT,LONG,STANDARD,15,0.548007,0.546913,0.585600,0.573890,TIME,0.69,1.05,23.64,0.0000,London
167,DOT-USDT,LONG,STANDARD,15,3.084081,3.077919,3.310000,3.235000,TIME,0.71,1.08,24.49,0.0000,London
168,SUI-USDT,LONG,STANDARD,15,2.052050,2.047950,2.165800,2.117000,TIME,0.45,0.68,15.84,0.0000,London
169,BTC-USDT,LONG,STANDARD,15,101448.947600,101246.252400,102438.000000,102438.000000,TP1,0.13,0.19,4.88,0.0000,NY
170,ADA-USDT,LONG,STANDARD,15,0.548007,0.546913,0.577950,0.577950,TP1,0.80,1.18,27.35,0.0000,NY
171,AVAX-USDT,LONG,STANDARD,15,16.810794,16.777206,17.781000,17.781000,TP1,0.84,1.24,28.89,0.0000,NY
172,LINK-USDT,LONG,STANDARD,15,15.027012,14.996988,15.715000,15.715000,TP1,0.67,0.96,22.91,0.0000,NY
173,DOT-USDT,LONG,STANDARD,15,3.039036,3.032964,3.305000,3.186000,TIME,0.70,1.01,24.20,0.0000,NY
174,APT-USDT,LONG,STANDARD,15,2.935132,2.929268,3.164600,3.164600,TP1,1.15,1.63,39.13,0.0000,NY
175,ARB-USDT,LONG,STANDARD,15,0.284084,0.283516,0.302400,0.302400,TP1,0.95,1.32,32.27,0.0000,NY
176,OP-USDT,LONG,STANDARD,15,0.402602,0.401798,0.434800,0.430300,TIME,1.01,1.39,34.43,0.0000,NY
177,SUI-USDT,LONG,STANDARD,15,2.052050,2.047950,2.136300,2.136300,TP1,0.59,0.81,20.55,0.0000,NY
178,PAXG-USDT,LONG,STANDARD,15,3986.012030,3978.047970,3994.560000,3994.050000,TIME,0.01,0.01,1.01,0.0000,NY
179,SOL-USDT,SHORT,STANDARD,15,168.652179,168.989821,157.179000,165.847000,TIME,0.23,0.31,8.31,0.0000,London
180,ADA-USDT,SHORT,STANDARD,15,0.590879,0.592061,0.549660,0.592061,SL,-0.05,-0.07,-1.00,0.0000,London
181,NEAR-USDT,SHORT,STANDARD,15,3.142954,3.149246,2.670000,2.877100,TIME,1.25,1.68,42.25,0.0000,London
182,APT-USDT,SHORT,STANDARD,15,3.269727,3.276273,2.932200,3.201700,TIME,0.29,0.38,10.39,0.0000,London
183,ARB-USDT,SHORT,STANDARD,15,0.304895,0.305505,0.284300,0.294200,TIME,0.51,0.67,17.52,0.0000,London
184,OP-USDT,SHORT,STANDARD,15,0.440359,0.441241,0.404000,0.430700,TIME,0.31,0.40,10.96,0.0000,London
185,SUI-USDT,SHORT,STANDARD,15,2.191306,2.195693,2.057100,2.149500,TIME,0.27,0.35,9.53,0.0000,London
186,SOL-USDT,SHORT,STANDARD,15,169.549281,169.888719,158.516000,167.633000,TIME,0.15,0.19,5.65,0.0000,NY
187,ARB-USDT,SHORT,TRAP_SFP,25,0.305394,0.306006,0.291000,0.304900,TIME,0.01,0.01,0.81,1.0913,NY
188,BTC-USDT,LONG,STANDARD,15,104723.018400,104513.781600,107481.600000,104513.781600,SL,-0.05,-0.07,-1.00,0.0000,London
189,ADA-USDT,LONG,STANDARD,15,0.578358,0.577202,0.606640,0.577202,SL,-0.05,-0.07,-1.00,0.0000,London
190,LINK-USDT,SHORT,TRAP_SFP,25,16.773210,16.806790,15.925000,15.925000,TP1,1.23,1.59,25.26,1.8261,London
191,DOT-USDT,SHORT,TRAP_SFP,25,3.379617,3.386383,3.124000,3.200000,TIME,1.29,1.65,26.55,1.4037,London
192,BTC-USDT,LONG,STANDARD,15,104723.018400,104513.781600,107481.600000,104513.781600,SL,-0.05,-0.06,-1.00,0.0000,NY
193,DOGE-USDT,LONG,STANDARD,15,0.176276,0.175924,0.186300,0.175924,SL,-0.05,-0.06,-1.00,0.0000,NY
194,ADA-USDT,LONG,STANDARD,15,0.574934,0.573786,0.606640,0.573786,SL,-0.05,-0.06,-1.00,0.0000,NY
195,LINK-USDT,LONG,STANDARD,15,15.940925,15.909075,16.790000,15.909075,SL,-0.05,-0.06,-1.00,0.0000,NY
196,NEAR-USDT,LONG,STANDARD,15,2.636033,2.630767,2.902300,2.630767,SL,-0.05,-0.06,-1.00,0.0000,NY
197,ARB-USDT,LONG,STANDARD,15,0.290690,0.290110,0.313700,0.290110,SL,-0.05,-0.06,-1.00,0.0000,NY
198,SOL-USDT,LONG,STANDARD,15,153.637484,153.330516,165.111000,158.231000,TIME,0.43,0.54,14.96,0.0000,London
199,DOGE-USDT,LONG,STANDARD,15,0.171051,0.170709,0.178790,0.175030,TIME,0.33,0.41,11.64,0.0000,London
200,PAXG-USDT,LONG,STANDARD,15,4088.464380,4080.295620,4135.480000,4135.480000,TP1,0.15,0.19,5.76,0.0000,London
201,OP-USDT,SHORT,STANDARD,15,0.430369,0.431231,0.403000,0.403000,TP1,0.93,1.16,31.77,0.0000,NY
202,PAXG-USDT,SHORT,STANDARD,15,4131.344520,4139.615480,4084.380000,4139.615480,SL,-0.05,-0.06,-1.00,0.0000,NY
203,PAXG-USDT,SHORT,STANDARD,15,4200.795000,4209.205000,4098.370000,4209.205000,SL,-0.05,-0.06,-1.00,0.0000,London
