ID,Symbol,Direction,SetupType,Leverage,Entry,SL,TP1,Exit,ExitReason,PnL$,PnL%,RR,SweepDist%,KillZone
792,OP-USDT,SHORT,STANDARD,15,0.318981,0.319619,0.302600,0.302600,TP1,0.75,0.39,25.65,0.0000,London
793,PAXG-USDT,SHORT,STANDARD,15,4977.397620,4987.362380,4825.640000,4969.340000,TIME,0.00,0.00,0.81,0.0000,London
794,BTC-USDT,LONG,STANDARD,15,88556.468000,88379.532000,90299.500000,90080.000000,TIME,0.24,0.12,8.61,0.0000,NY
795,ETH-USDT,LONG,STANDARD,15,2907.374470,2901.565530,3008.490000,2958.470000,TIME,0.24,0.12,8.80,0.0000,NY
796,SOL-USDT,LONG,STANDARD,15,126.801675,126.548325,130.890000,128.027000,TIME,0.12,0.06,4.84,0.0000,NY
797,XRP-USDT,LONG,STANDARD,15,1.902400,1.898599,1.948700,1.923900,TIME,0.15,0.08,5.66,0.0000,NY
798,AVAX-USDT,LONG,STANDARD,15,12.041029,12.016971,12.390000,12.179000,TIME,0.15,0.08,5.73,0.0000,NY
799,LINK-USDT,LONG,STANDARD,15,12.128116,12.103884,12.472000,12.263000,TIME,0.15,0.07,5.57,0.0000,NY
800,SUI-USDT,LONG,STANDARD,15,1.482281,1.479319,1.530200,1.495600,TIME,0.11,0.06,4.50,0.0000,NY
801,PAXG-USDT,SHORT,STANDARD,15,5031.663300,5041.736700,4936.830000,5041.736700,SL,-0.05,-0.03,-1.00,0.0000,NY
802,DOT-USDT,LONG,STANDARD,15,1.898897,1.895103,1.943000,1.895103,SL,-0.05,-0.03,-1.00,0.0000,London
803,NEAR-USDT,SHORT,STANDARD,15,1.518680,1.521720,1.487200,1.487200,TP1,0.29,0.15,10.35,0.0000,London
804,APT-USDT,SHORT,STANDARD,15,1.563435,1.566565,1.533000,1.533000,TP1,0.27,0.14,9.72,0.0000,London
805,SOL-USDT,SHORT,STANDARD,15,127.566306,127.821694,125.905000,125.905000,TP1,0.17,0.09,6.51,0.0000,NY
806,ADA-USDT,SHORT,TRAP_LIQ_SWEEP,50,0.359900,0.360620,0.353550,0.353550,TP1,0.81,0.41,8.81,0.0806,NY
807,NEAR-USDT,SHORT,STANDARD,15,1.513485,1.516515,1.483700,1.483700,TP1,0.27,0.14,9.83,0.0000,NY
808,APT-USDT,SHORT,STANDARD,15,1.582416,1.585584,1.533000,1.533000,TP1,0.45,0.23,15.60,0.0000,NY
809,OP-USDT,SHORT,STANDARD,15,0.306094,0.306706,0.297200,0.297200,TP1,0.41,0.21,14.51,0.0000,NY
810,PAXG-USDT,LONG,STANDARD,15,5025.640620,5015.599380,5121.150000,5093.870000,TIME,0.18,0.09,6.79,0.0000,NY
811,PAXG-USDT,SHORT,STANDARD,15,5142.422430,5152.717570,5035.000000,5035.000000,TP1,0.29,0.15,10.43,0.0000,NY
812,BTC-USDT,SHORT,STANDARD,15,88880.130900,89058.069100,86990.500000,87942.500000,TIME,0.14,0.07,5.27,0.0000,London
813,ETH-USDT,SHORT,STANDARD,15,2952.784260,2958.695740,2874.100000,2929.640000,TIME,0.10,0.05,3.92,0.0000,London
814,SOL-USDT,SHORT,STANDARD,15,125.396478,125.647522,121.738000,124.009000,TIME,0.14,0.07,5.53,0.0000,London
815,DOGE-USDT,SHORT,STANDARD,15,0.123686,0.123934,0.120570,0.122250,TIME,0.15,0.08,5.80,0.0000,London
816,NEAR-USDT,SHORT,STANDARD,15,1.485813,1.488787,1.439400,1.461500,TIME,0.22,0.11,8.17,0.0000,London
817,APT-USDT,SHORT,STANDARD,15,1.588310,1.591490,1.525900,1.525900,TP1,0.57,0.28,19.63,0.0000,London
818,XRP-USDT,LONG,STANDARD,15,1.882781,1.879019,1.945400,1.915500,TIME,0.24,0.12,8.70,0.0000,NY
819,DOGE-USDT,LONG,STANDARD,15,0.121101,0.120859,0.123810,0.123810,TP1,0.31,0.16,11.20,0.0000,NY
820,AVAX-USDT,LONG,STANDARD,15,11.620609,11.597391,11.908000,11.908000,TP1,0.35,0.17,12.38,0.0000,NY
821,APT-USDT,LONG,STANDARD,15,1.528927,1.525873,1.589900,1.568600,TIME,0.37,0.18,12.99,0.0000,NY
822,ARB-USDT,LONG,STANDARD,15,0.167567,0.167233,0.173300,0.171400,TIME,0.32,0.16,11.45,0.0000,NY
823,OP-USDT,LONG,STANDARD,15,0.292893,0.292307,0.301600,0.299900,TIME,0.34,0.17,11.97,0.0000,NY
824,PAXG-USDT,SHORT,STANDARD,15,5121.932940,5132.187060,4987.840000,5132.187060,SL,-0.05,-0.03,-1.00,0.0000,NY
825,BTC-USDT,SHORT,STANDARD,15,89400.010500,89578.989500,87265.600000,89400.010500,NO_DATA,-0.02,-0.01,0.00,0.0000,London
826,ETH-USDT,SHORT,STANDARD,15,3030.486480,3036.553520,2899.100000,3030.486480,NO_DATA,-0.02,-0.01,0.00,0.0000,London
827,SOL-USDT,SHORT,STANDARD,15,127.654218,127.909782,123.060000,127.654218,NO_DATA,-0.02,-0.01,0.00,0.0000,London
828,DOGE-USDT,SHORT,STANDARD,15,0.126443,0.126697,0.121320,0.126443,NO_DATA,-0.02,-0.01,0.00,0.0000,London
829,AVAX-USDT,SHORT,STANDARD,15,12.184803,12.209197,11.573000,12.184803,NO_DATA,-0.02,-0.01,0.00,0.0000,London
830,BTC-USDT,SHORT,STANDARD,15,89400.010500,89578.989500,87265.600000,89400.010500,NO_DATA,-0.02,-0.01,0.00,0.0000,NY
831,ETH-USDT,SHORT,STANDARD,15,3030.486480,3036.553520,2899.100000,3030.486480,NO_DATA,-0.02,-0.01,0.00,0.0000,NY
832,SOL-USDT,SHORT,STANDARD,15,127.654218,127.909782,123.060000,127.654218,NO_DATA,-0.02,-0.01,0.00,0.0000,NY
833,DOGE-USDT,SHORT,STANDARD,15,0.126443,0.126697,0.121320,0.126443,NO_DATA,-0.02,-0.01,0.00,0.0000,NY
834,AVAX-USDT,SHORT,STANDARD,15,12.184803,12.209197,11.573000,12.184803,NO_DATA,-0.02,-0.01,0.00,0.0000,NY
