ID,Symbol,Direction,SetupType,Leverage,Entry,SL,TP1,Exit,ExitReason,PnL$,PnL%,RR,SweepDist%,KillZone
20,SOL-USDT,LONG,STANDARD,15,196.200004,195.807996,205.875000,196.200004,NO_DATA,-0.02,-0.09,0.00,0.0000,London
21,XRP-USDT,LONG,STANDARD,15,2.703301,2.697899,2.843300,2.703301,NO_DATA,-0.02,-0.09,0.00,0.0000,London
22,DOGE-USDT,LONG,STANDARD,15,0.208308,0.207892,0.219240,0.208308,NO_DATA,-0.02,-0.09,0.00,0.0000,London
23,AVAX-USDT,LONG,STANDARD,15,22.865843,22.820157,24.197000,22.865843,NO_DATA,-0.02,-0.09,0.00,0.0000,London
24,LINK-USDT,LONG,STANDARD,15,22.728706,22.683294,24.055000,22.728706,NO_DATA,-0.02,-0.09,0.00,0.0000,London
25,DOT-USDT,LONG,STANDARD,15,3.654651,3.647349,3.844000,3.654651,NO_DATA,-0.02,-0.09,0.00,0.0000,London
26,NEAR-USDT,LONG,STANDARD,15,2.319317,2.314683,2.459700,2.319317,NO_DATA,-0.02,-0.09,0.00,0.0000,London
27,APT-USDT,LONG,STANDARD,15,4.144941,4.136659,4.355600,4.144941,NO_DATA,-0.02,-0.09,0.00,0.0000,London
28,ARB-USDT,LONG,STANDARD,15,0.482582,0.481618,0.516600,0.482582,NO_DATA,-0.02,-0.09,0.00,0.0000,London
29,OP-USDT,LONG,STANDARD,15,0.671671,0.670329,0.712000,0.671671,NO_DATA,-0.02,-0.09,0.00,0.0000,London
30,SUI-USDT,LONG,STANDARD,15,3.148245,3.141955,3.334100,3.148245,NO_DATA,-0.02,-0.09,0.00,0.0000,London
31,ETH-USDT,SHORT,STANDARD,15,4491.703800,4500.696200,4356.740000,4491.703800,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
32,XRP-USDT,SHORT,STANDARD,15,2.835162,2.840838,2.700600,2.835162,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
33,DOGE-USDT,SHORT,STANDARD,15,0.219570,0.220010,0.208100,0.219570,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
34,ADA-USDT,SHORT,STANDARD,15,0.843975,0.845665,0.794080,0.843975,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
35,AVAX-USDT,SHORT,STANDARD,15,24.304671,24.353329,22.843000,24.304671,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
36,DOT-USDT,SHORT,STANDARD,15,3.880116,3.887884,3.651000,3.880116,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
37,NEAR-USDT,SHORT,STANDARD,15,2.449948,2.454852,2.317000,2.449948,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
38,APT-USDT,SHORT,STANDARD,15,4.456539,4.465461,4.140800,4.456539,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
39,ARB-USDT,SHORT,STANDARD,15,0.513186,0.514214,0.482100,0.513186,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
40,OP-USDT,SHORT,STANDARD,15,0.722777,0.724223,0.671000,0.722777,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
41,SUI-USDT,SHORT,STANDARD,15,3.334562,3.341238,3.145100,3.334562,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
42,PAXG-USDT,SHORT,STANDARD,15,3498.378120,3505.381880,3449.570000,3498.378120,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
43,BTC-USDT,SHORT,STANDARD,15,110559.330000,110780.670000,107406.800000,110559.330000,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
44,ETH-USDT,SHORT,STANDARD,15,4417.198380,4426.041620,4209.050000,4417.198380,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
45,SOL-USDT,SHORT,STANDARD,15,204.180615,204.589385,194.080000,204.180615,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
46,XRP-USDT,SHORT,STANDARD,15,2.828768,2.834432,2.695300,2.828768,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
47,ADA-USDT,SHORT,STANDARD,15,0.824874,0.826526,0.781210,0.824874,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
48,AVAX-USDT,SHORT,STANDARD,15,24.255720,24.304280,22.650000,24.255720,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
49,LINK-USDT,SHORT,STANDARD,15,23.482494,23.529506,22.127000,23.482494,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
50,DOT-USDT,SHORT,STANDARD,15,3.792204,3.799796,3.610000,3.792204,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
51,APT-USDT,SHORT,STANDARD,15,4.313982,4.322618,4.105100,4.313982,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
52,SUI-USDT,SHORT,STANDARD,15,3.298398,3.305002,3.105000,3.298398,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
53,PAXG-USDT,LONG,STANDARD,15,3482.318840,3475.361160,3539.540000,3482.318840,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
54,BTC-USDT,SHORT,STANDARD,15,111623.564700,111847.035300,108350.000000,111623.564700,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
55,DOGE-USDT,SHORT,STANDARD,15,0.216943,0.217377,0.206500,0.216943,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
56,ADA-USDT,SHORT,STANDARD,15,0.839490,0.841170,0.799940,0.839490,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
57,DOT-USDT,SHORT,STANDARD,15,3.846150,3.853850,3.689000,3.846150,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
58,OP-USDT,SHORT,STANDARD,15,0.720079,0.721521,0.681700,0.720079,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
59,PAXG-USDT,LONG,STANDARD,15,3529.175650,3522.124350,3585.790000,3529.175650,NO_DATA,-0.02,-0.09,0.00,0.0000,London
60,BTC-USDT,LONG,STANDARD,15,110356.946700,110136.453300,112550.100000,110356.946700,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
61,APT-USDT,SHORT,STANDARD,15,4.300595,4.309205,4.198300,4.300595,NO_DATA,-0.02,-0.09,0.00,0.0000,London
62,PAXG-USDT,SHORT,STANDARD,15,3561.654780,3568.785220,3542.610000,3561.654780,NO_DATA,-0.02,-0.09,0.00,0.0000,London
63,PAXG-USDT,SHORT,STANDARD,15,3561.654780,3568.785220,3542.610000,3561.654780,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
64,BTC-USDT,LONG,STANDARD,15,110236.726600,110016.473400,113343.000000,110236.726600,NO_DATA,-0.02,-0.09,0.00,0.0000,London
65,SOL-USDT,LONG,STANDARD,15,201.705504,201.302496,209.957000,201.705504,NO_DATA,-0.02,-0.09,0.00,0.0000,London
66,XRP-USDT,LONG,STANDARD,15,2.801198,2.795602,2.884200,2.801198,NO_DATA,-0.02,-0.09,0.00,0.0000,London
67,AVAX-USDT,LONG,STANDARD,15,24.165141,24.116859,25.104000,24.165141,NO_DATA,-0.02,-0.09,0.00,0.0000,London
68,LINK-USDT,LONG,STANDARD,15,22.053031,22.008969,23.228000,22.053031,NO_DATA,-0.02,-0.09,0.00,0.0000,London
69,DOT-USDT,SHORT,STANDARD,15,3.890106,3.897894,3.773000,3.890106,NO_DATA,-0.02,-0.09,0.00,0.0000,London
70,ADA-USDT,LONG,STANDARD,15,0.818698,0.817062,0.849560,0.818698,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
71,LINK-USDT,LONG,STANDARD,15,22.053031,22.008969,23.228000,22.053031,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
72,NEAR-USDT,LONG,STANDARD,15,2.373972,2.369228,2.477900,2.373972,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
73,ARB-USDT,LONG,STANDARD,15,0.484784,0.483816,0.511700,0.484784,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
74,BTC-USDT,SHORT,STANDARD,15,110835.653400,111057.546600,109921.700000,110835.653400,NO_DATA,-0.02,-0.09,0.00,0.0000,London
75,ETH-USDT,SHORT,STANDARD,15,4308.726960,4317.353040,4232.750000,4308.726960,NO_DATA,-0.02,-0.09,0.00,0.0000,London
76,SOL-USDT,SHORT,STANDARD,15,203.243553,203.650447,199.202000,203.243553,NO_DATA,-0.02,-0.09,0.00,0.0000,London
77,XRP-USDT,SHORT,STANDARD,15,2.822075,2.827725,2.791200,2.822075,NO_DATA,-0.02,-0.09,0.00,0.0000,London
78,DOGE-USDT,SHORT,STANDARD,15,0.217732,0.218168,0.212150,0.217732,NO_DATA,-0.02,-0.09,0.00,0.0000,London
79,ADA-USDT,SHORT,STANDARD,15,0.828151,0.829809,0.813880,0.828151,NO_DATA,-0.02,-0.09,0.00,0.0000,London
80,AVAX-USDT,SHORT,STANDARD,15,24.696279,24.745721,24.067000,24.696279,NO_DATA,-0.02,-0.09,0.00,0.0000,London
81,LINK-USDT,SHORT,STANDARD,15,22.439538,22.484462,21.925000,22.439538,NO_DATA,-0.02,-0.09,0.00,0.0000,London
82,DOT-USDT,SHORT,STANDARD,15,3.864132,3.871868,3.780000,3.864132,NO_DATA,-0.02,-0.09,0.00,0.0000,London
83,NEAR-USDT,SHORT,STANDARD,15,2.454743,2.459657,2.372500,2.454743,NO_DATA,-0.02,-0.09,0.00,0.0000,London
84,APT-USDT,SHORT,STANDARD,15,4.254641,4.263159,4.175500,4.254641,NO_DATA,-0.02,-0.09,0.00,0.0000,London
85,ARB-USDT,SHORT,STANDARD,15,0.497902,0.498898,0.482900,0.497902,NO_DATA,-0.02,-0.09,0.00,0.0000,London
86,OP-USDT,SHORT,STANDARD,15,0.724175,0.725625,0.708100,0.724175,NO_DATA,-0.02,-0.09,0.00,0.0000,London
87,SUI-USDT,SHORT,STANDARD,15,3.380416,3.387184,3.311800,3.380416,NO_DATA,-0.02,-0.09,0.00,0.0000,London
88,PAXG-USDT,SHORT,STANDARD,15,3620.925450,3628.174550,3597.350000,3620.925450,NO_DATA,-0.02,-0.09,0.00,0.0000,London
89,PAXG-USDT,LONG,STANDARD,15,3606.202600,3598.997400,3624.550000,3606.202600,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
90,BTC-USDT,LONG,STANDARD,15,110531.521100,110310.678900,111547.300000,110531.521100,NO_DATA,-0.02,-0.09,0.00,0.0000,London
91,ETH-USDT,SHORT,STANDARD,15,4329.346320,4338.013680,4268.360000,4329.346320,NO_DATA,-0.02,-0.09,0.00,0.0000,London
92,SOL-USDT,SHORT,STANDARD,15,208.733058,209.150942,201.377000,208.733058,NO_DATA,-0.02,-0.09,0.00,0.0000,London
93,NEAR-USDT,SHORT,STANDARD,15,2.509288,2.514312,2.430100,2.509288,NO_DATA,-0.02,-0.09,0.00,0.0000,London
94,APT-USDT,SHORT,STANDARD,15,4.348247,4.356953,4.221200,4.348247,NO_DATA,-0.02,-0.09,0.00,0.0000,London
95,PAXG-USDT,LONG,STANDARD,15,3591.968380,3584.791620,3622.000000,3591.968380,NO_DATA,-0.02,-0.09,0.00,0.0000,London
96,ETH-USDT,SHORT,STANDARD,15,4333.472190,4342.147810,4268.360000,4333.472190,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
97,SOL-USDT,SHORT,STANDARD,15,215.561223,215.992777,201.377000,215.561223,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
98,XRP-USDT,SHORT,STANDARD,15,2.950547,2.956453,2.826800,2.950547,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
99,DOGE-USDT,SHORT,STANDARD,15,0.234675,0.235145,0.218250,0.234675,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
100,ADA-USDT,SHORT,STANDARD,15,0.855604,0.857316,0.822500,0.855604,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
101,AVAX-USDT,SHORT,STANDARD,15,25.394580,25.445420,24.249000,25.394580,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
102,LINK-USDT,SHORT,STANDARD,15,23.169807,23.216193,22.131000,23.169807,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
103,NEAR-USDT,SHORT,STANDARD,15,2.533164,2.538236,2.435200,2.533164,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
104,APT-USDT,SHORT,STANDARD,15,4.378317,4.387083,4.230600,4.378317,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
105,ARB-USDT,SHORT,STANDARD,15,0.506293,0.507307,0.486700,0.506293,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
106,OP-USDT,SHORT,STANDARD,15,0.745554,0.747046,0.710300,0.745554,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
107,BTC-USDT,LONG,STANDARD,15,111170.059000,110947.941000,113140.000000,111170.059000,NO_DATA,-0.02,-0.09,0.00,0.0000,London
108,PAXG-USDT,SHORT,STANDARD,15,3664.262070,3671.597930,3604.220000,3664.262070,NO_DATA,-0.02,-0.09,0.00,0.0000,London
109,BTC-USDT,SHORT,STANDARD,15,113116.770000,113343.230000,111067.700000,113116.770000,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
110,ETH-USDT,SHORT,STANDARD,15,4378.816800,4387.583200,4275.440000,4378.816800,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
111,SOL-USDT,SHORT,STANDARD,15,219.547233,219.986767,210.807000,219.547233,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
112,LINK-USDT,SHORT,STANDARD,15,23.766210,23.813790,22.845000,23.766210,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
113,DOT-USDT,SHORT,STANDARD,15,4.177818,4.186182,4.001000,4.177818,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
114,NEAR-USDT,SHORT,STANDARD,15,2.791905,2.797495,2.499500,2.791905,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
115,APT-USDT,SHORT,STANDARD,15,4.529066,4.538134,4.341700,4.529066,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
116,ARB-USDT,SHORT,STANDARD,15,0.538361,0.539439,0.498100,0.538361,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
117,SUI-USDT,SHORT,STANDARD,15,3.613383,3.620617,3.423100,3.613383,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
118,PAXG-USDT,SHORT,STANDARD,15,3664.262070,3671.597930,3620.960000,3664.262070,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
119,ETH-USDT,LONG,STANDARD,15,4280.276000,4271.724000,4380.260000,4280.276000,NO_DATA,-0.02,-0.09,0.00,0.0000,London
120,ARB-USDT,LONG,STANDARD,15,0.501401,0.500399,0.538900,0.501401,NO_DATA,-0.02,-0.09,0.00,0.0000,London
121,APT-USDT,LONG,STANDARD,15,4.355151,4.346449,4.530600,4.355151,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
122,ARB-USDT,LONG,STANDARD,15,0.501401,0.500399,0.537300,0.501401,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
123,XRP-USDT,SHORT,STANDARD,15,3.020177,3.026223,2.950500,3.020177,NO_DATA,-0.02,-0.09,0.00,0.0000,London
124,PAXG-USDT,LONG,STANDARD,15,3624.490870,3617.249130,3660.530000,3624.490870,NO_DATA,-0.02,-0.09,0.00,0.0000,London
125,BTC-USDT,SHORT,STANDARD,15,114307.677900,114536.522100,112266.000000,114307.677900,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
126,SOL-USDT,SHORT,STANDARD,15,225.649125,226.100875,219.619000,225.649125,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
127,XRP-USDT,SHORT,STANDARD,15,3.031266,3.037334,2.966300,3.031266,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
128,APT-USDT,SHORT,STANDARD,15,4.542953,4.552047,4.387800,4.542953,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
129,SUI-USDT,SHORT,STANDARD,15,3.643153,3.650447,3.512100,3.643153,NO_DATA,-0.02,-0.09,0.00,0.0000,NY
130,ETH-USDT,SHORT,STANDARD,15,4556.938500,4566.061500,4348.040000,4556.938500,NO_DATA,-0.02,-0.09,0.00,0.0000,London
131,SOL-USDT,SHORT,STANDARD,15,239.421339,239.900661,221.809000,239.421339,NO_DATA,-0.02,-0.09,0.00,0.0000,London
132,XRP-USDT,SHORT,STANDARD,15,3.069627,3.075773,2.946700,3.069627,NO_DATA,-0.02,-0.09,0.00,0.0000,London
133,DOGE-USDT,SHORT,STANDARD,15,0.264395,0.264925,0.242100,0.264395,NO_DATA,-0.02,-0.09,0.00,0.0000,London
134,ADA-USDT,SHORT,STANDARD,15,0.908541,0.910359,0.865350,0.908541,NO_DATA,-0.02,-0.09,0.00,0.0000,London
135,LINK-USDT,SHORT,STANDARD,15,24.775200,24.824800,23.289000,24.775200,NO_DATA,-0.02,-0.09,0.00,0.0000,London
136,NEAR-USDT,SHORT,STANDARD,15,2.777420,2.782980,2.673100,2.777420,NO_DATA,-0.02,-0.09,0.00,0.0000,London
137,APT-USDT,SHORT,STANDARD,15,4.587608,4.596792,4.420000,4.587608,NO_DATA,-0.02,-0.09,0.00,0.0000,London
138,ARB-USDT,SHORT,STANDARD,15,0.537062,0.538138,0.508300,0.537062,NO_DATA,-0.02,-0.09,0.00,0.0000,London
139,SUI-USDT,SHORT,STANDARD,15,3.696600,3.704000,3.553700,3.696600,NO_DATA,-0.02,-0.10,0.00,0.0000,London
140,PAXG-USDT,SHORT,STANDARD,15,3650.655690,3657.964310,3612.770000,3650.655690,NO_DATA,-0.02,-0.10,0.00,0.0000,London
141,SUI-USDT,SHORT,STANDARD,15,3.696600,3.704000,3.553700,3.696600,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
142,PAXG-USDT,SHORT,STANDARD,15,3650.655690,3657.964310,3615.880000,3650.655690,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
143,ETH-USDT,SHORT,STANDARD,15,4760.854380,4770.385620,4502.700000,4760.854380,NO_DATA,-0.02,-0.10,0.00,0.0000,London
144,AVAX-USDT,SHORT,STANDARD,15,31.218750,31.281250,28.219000,31.218750,NO_DATA,-0.02,-0.10,0.00,0.0000,London
145,NEAR-USDT,SHORT,STANDARD,15,2.841855,2.847545,2.685800,2.841855,NO_DATA,-0.02,-0.10,0.00,0.0000,London
146,PAXG-USDT,LONG,STANDARD,15,3630.296670,3623.043330,3650.940000,3630.296670,NO_DATA,-0.02,-0.10,0.00,0.0000,London
147,SOL-USDT,SHORT,STANDARD,15,243.749007,244.236993,237.475000,243.749007,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
148,PAXG-USDT,SHORT,STANDARD,15,3647.089260,3654.390740,3626.670000,3647.089260,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
149,BTC-USDT,SHORT,STANDARD,15,116024.859000,116257.141000,115082.700000,116024.859000,NO_DATA,-0.02,-0.10,0.00,0.0000,London
150,PAXG-USDT,LONG,STANDARD,15,3634.811180,3627.548820,3648.960000,3634.811180,NO_DATA,-0.02,-0.10,0.00,0.0000,London
151,BTC-USDT,SHORT,TRAP_LIQ_SWEEP,100,116002.081800,116234.318200,115082.700000,116002.081800,NO_DATA,-0.14,-0.64,0.00,0.0291,NY
152,PAXG-USDT,LONG,STANDARD,15,3634.971340,3627.708660,3648.960000,3634.971340,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
153,BTC-USDT,SHORT,STANDARD,15,116618.464800,116851.935200,114776.000000,116618.464800,NO_DATA,-0.02,-0.10,0.00,0.0000,London
154,ETH-USDT,SHORT,STANDARD,15,4669.276050,4678.623950,4577.130000,4669.276050,NO_DATA,-0.02,-0.10,0.00,0.0000,London
155,AVAX-USDT,SHORT,STANDARD,15,30.368601,30.429399,28.970000,30.368601,NO_DATA,-0.02,-0.10,0.00,0.0000,London
156,NEAR-USDT,SHORT,STANDARD,15,2.773324,2.778876,2.672100,2.773324,NO_DATA,-0.02,-0.10,0.00,0.0000,London
157,APT-USDT,SHORT,STANDARD,15,4.619876,4.629124,4.454900,4.619876,NO_DATA,-0.02,-0.10,0.00,0.0000,London
158,OP-USDT,SHORT,STANDARD,15,0.808890,0.810510,0.768700,0.808890,NO_DATA,-0.02,-0.10,0.00,0.0000,London
159,PAXG-USDT,SHORT,STANDARD,15,3651.574770,3658.885230,3632.790000,3651.574770,NO_DATA,-0.02,-0.10,0.00,0.0000,London
160,BTC-USDT,LONG,STANDARD,15,114682.568000,114453.432000,116735.200000,114682.568000,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
161,ETH-USDT,LONG,STANDARD,15,4500.065570,4491.074430,4669.370000,4500.065570,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
162,SOL-USDT,LONG,STANDARD,15,231.754523,231.291477,248.351000,231.754523,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
163,XRP-USDT,LONG,STANDARD,15,2.955753,2.949847,3.066300,2.955753,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
164,DOGE-USDT,LONG,STANDARD,15,0.258849,0.258331,0.287190,0.258849,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
165,ADA-USDT,LONG,STANDARD,15,0.852852,0.851148,0.905130,0.852852,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
166,AVAX-USDT,LONG,STANDARD,15,28.253225,28.196775,30.399000,28.253225,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
167,LINK-USDT,LONG,STANDARD,15,23.204181,23.157819,24.487000,23.204181,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
168,APT-USDT,LONG,STANDARD,15,4.365461,4.356739,4.607400,4.365461,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
169,SUI-USDT,LONG,STANDARD,15,3.515912,3.508888,3.736500,3.515912,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
170,PAXG-USDT,LONG,STANDARD,15,3636.422790,3629.157210,3655.230000,3636.422790,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
171,BTC-USDT,SHORT,STANDARD,15,116233.650000,116466.350000,114330.000000,116233.650000,NO_DATA,-0.02,-0.10,0.00,0.0000,London
172,NEAR-USDT,LONG,STANDARD,15,2.578576,2.573424,2.738200,2.578576,NO_DATA,-0.02,-0.10,0.00,0.0000,London
173,BTC-USDT,SHORT,STANDARD,15,115860.423600,116092.376400,114330.000000,115860.423600,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
174,AVAX-USDT,SHORT,STANDARD,15,30.942027,31.003973,28.289000,30.942027,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
175,DOT-USDT,SHORT,STANDARD,15,4.245750,4.254250,4.102000,4.245750,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
176,AVAX-USDT,LONG,STANDARD,15,29.535506,29.476494,30.973000,29.535506,NO_DATA,-0.02,-0.10,0.00,0.0000,London
177,LINK-USDT,LONG,STANDARD,15,23.126103,23.079897,23.747000,23.126103,NO_DATA,-0.02,-0.10,0.00,0.0000,London
178,PAXG-USDT,SHORT,STANDARD,15,3705.940350,3713.359650,3680.990000,3705.940350,NO_DATA,-0.02,-0.10,0.00,0.0000,London
179,BTC-USDT,SHORT,STANDARD,15,117124.857900,117359.342100,114707.900000,117124.857900,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
180,DOT-USDT,LONG,STANDARD,15,4.152148,4.143852,4.293000,4.152148,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
181,NEAR-USDT,SHORT,STANDARD,15,2.763634,2.769166,2.661100,2.763634,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
182,SUI-USDT,LONG,STANDARD,15,3.549546,3.542454,3.653400,3.549546,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
183,PAXG-USDT,LONG,STANDARD,15,3674.460790,3667.119210,3709.650000,3674.460790,NO_DATA,-0.02,-0.10,0.00,0.0000,NY
184,BTC-USDT,SHORT,STANDARD,15,117732.150000,117967.850000,114688.100000,117732.150000,NO_DATA,-0.02,-0.10,0.00,0.0000,London
185,SOL-USDT,SHORT,STANDARD,15,247.478274,247.973726,232.129000,247.478274,NO_DATA,-0.02,-0.10,0.00,0.0000,London
186,XRP-USDT,SHORT,STANDARD,15,3.108488,3.114712,2.980900,3.108488,NO_DATA,-0.02,-0.10,0.00,0.0000,London
187,AVAX-USDT,SHORT,STANDARD,15,33.238728,33.305272,29.370000,33.238728,NO_DATA,-0.02,-0.10,0.00,0.0000,London
188,LINK-USDT,SHORT,STANDARD,15,24.203772,24.252228,22.777000,24.203772,NO_DATA,-0.02,-0.10,0.00,0.0000,London
189,DOT-USDT,SHORT,STANDARD,15,4.490505,4.499495,4.131000,4.490505,NO_DATA,-0.02,-0.10,0.00,0.0000,London
190,NEAR-USDT,SHORT,STANDARD,15,2.923673,2.929527,2.649000,2.923673,NO_DATA,-0.02,-0.10,0.00,0.0000,London
191,APT-USDT,SHORT,STANDARD,15,4.638757,4.648043,4.352600,4.638757,NO_DATA,-0.02,-0.10,0.00,0.0000,London
